criticality,defect_severity,asset_criticality,failure_consequence,deferral_history,mandatory,duration_minutes,restoration_minutes,power_isolation,snt_disconnection,department_risk,window_hours,traffic_block,failure_after_deferral,safety_escalation,emergency_intervention,disruption_minutes,maintenance_effectiveness,outcome_risk_score
1,5,3,5,3,0,60,30,1,1,0.82,96.0,0,1,1,1,13.507802841199876,0.5807330243220389,0.8083538901915905
2,3,5,5,6,0,45,15,0,0,0.72,2.0,1,1,1,1,56.942378323214946,0.6620050811933009,0.831621229865279
2,4,3,5,7,1,150,20,0,0,0.86,4.0,1,1,1,1,85.57945370692725,0.6187640940469256,0.8537394825546668
5,3,3,4,8,1,45,15,1,0,0.82,1.5,1,1,1,0,34.80727807511719,0.59873562278403,0.6312933584551962
2,5,4,2,0,1,150,60,1,1,0.82,8.0,1,1,0,1,42.171890130691864,0.5924013564353461,0.5866464984699871
3,4,2,3,5,1,90,10,0,0,0.82,12.0,1,1,1,0,38.00551829205593,0.5654734673248154,0.635753869481967
3,3,1,4,4,0,75,60,0,0,0.82,4.0,1,1,0,1,75.83029942363757,0.5530263577761723,0.6118416879047597
1,4,2,5,4,0,45,15,0,0,0.72,48.0,1,1,0,1,14.903087090168862,0.5410642022354124,0.5720608972369671
3,4,4,1,1,1,120,30,1,0,0.82,2.0,1,1,0,0,102.71164477724997,0.7490727796372215,0.4260393352768945
4,5,4,3,6,1,45,15,0,1,0.86,4.0,1,1,1,1,105.5498713000448,0.6330655680363182,0.8660519911041543
3,4,2,2,3,1,90,60,0,0,0.72,12.0,1,1,0,0,47.32230194020739,0.6441263286189013,0.3964593582901485
1,3,5,2,4,0,180,60,0,0,0.82,3.0,0,1,0,0,132.28875587302952,0.6903116704937741,0.44987068698078886
4,3,4,4,6,0,150,60,0,0,0.86,2.0,1,1,1,1,190.90855378736626,0.8028173127184262,0.9110751573012876
2,1,1,5,4,0,180,10,0,0,0.72,3.0,1,1,0,0,68.04979769273713,0.8440961600461299,0.396279800591929
5,2,2,3,6,0,75,20,0,0,0.86,24.0,0,1,0,1,40.11889147003955,0.6699153454169996,0.5798518534675031
3,4,4,1,7,0,75,45,0,0,0.82,2.0,0,1,0,1,70.46165714368335,0.6196824798408979,0.6035966645069262
1,3,3,3,0,1,45,10,1,0,0.82,12.0,1,1,0,0,51.77320778225368,0.8516215050436472,0.3849019665017805
5,1,3,1,6,1,150,10,0,0,0.72,48.0,1,0,0,0,87.42185838970346,0.6855157289538155,0.08029513789970188
3,5,2,3,0,1,60,0,0,1,0.82,4.0,1,1,0,1,26.793624927341398,0.8320181333409565,0.5596211472843607
4,4,2,4,3,0,180,15,0,1,0.86,2.0,1,0,0,0,57.20262721635608,0.664964797305498,0.061587548999519195
1,3,5,1,2,1,90,20,0,0,0.82,4.0,1,1,0,0,37.70226322288738,0.7077696001358205,0.38559097013908417
1,4,5,1,6,1,75,45,0,0,0.72,3.0,1,1,0,0,91.38984920677576,0.6628083856699564,0.4245299791409536
5,3,1,5,1,0,45,60,0,1,0.82,24.0,1,1,1,1,45.60648404555707,0.6909407880132536,0.8220384675361103
5,4,3,5,2,0,30,0,0,0,0.82,24.0,0,1,1,1,38.259901167973936,0.6800178989111119,0.8179053478548715
2,3,2,1,6,1,45,60,1,0,0.82,12.0,1,1,0,1,84.30196145233329,0.7413609407924329,0.6043060417794186
2,3,5,2,7,1,60,60,1,0,0.72,3.0,1,1,1,1,72.7782535178882,0.6726066622499778,0.8414363693210938
2,5,4,1,6,1,30,15,0,0,0.72,2.0,0,1,0,1,65.09080132516823,0.6915538413853048,0.5949850986531409
1,5,5,4,8,1,90,30,1,0,0.72,12.0,1,1,0,1,102.77784342815237,0.6839641561672636,0.6206410713537265
4,1,2,1,2,0,75,15,0,0,0.82,2.0,1,0,0,0,26.085144956239404,0.8486620707286269,0.027983751686489058
5,2,1,2,8,1,90,20,1,0,0.72,2.0,1,0,1,0,72.91218530756763,0.6266846236259378,0.31474019988456275
5,4,4,2,7,1,60,45,0,0,0.72,12.0,1,1,0,0,47.22399544051531,0.6398620238369525,0.3966923219584235
4,1,2,2,7,1,45,60,0,0,0.72,4.0,1,1,0,0,13.291349889748199,0.7030975978371748,0.36964406807789657
2,5,3,5,1,0,45,60,1,0,0.82,24.0,1,1,0,0,50.35997448177584,0.7310920271595506,0.39239687442001536
3,4,2,3,7,1,75,0,0,1,0.82,72.0,1,1,1,1,27.06768631896012,0.6072645181791397,0.8155366079401003
1,5,4,3,4,1,150,0,1,0,0.86,2.0,0,1,0,1,51.56633553731719,0.5060568946151806,0.5989535744018155
4,3,3,5,6,1,150,60,0,1,0.82,4.0,1,1,0,1,141.94419614281622,0.5025268324294889,0.6594525858251465
5,5,5,2,8,1,150,20,0,1,0.72,2.0,0,1,0,1,115.05926940430668,0.728486513606063,0.6257121236504468
3,2,4,4,8,0,90,30,1,1,0.86,12.0,1,1,0,0,34.47221003031537,0.7114959113169093,0.38317675956135994
4,5,4,1,2,1,45,15,0,1,0.72,4.0,1,1,1,0,107.82842219454344,0.5837603233039605,0.6810223921650851
3,1,5,2,0,1,180,10,0,0,0.86,12.0,1,1,0,1,36.99001152889574,0.6257334361168618,0.5808586671577501
5,2,5,4,7,1,120,0,0,0,0.72,72.0,1,1,1,0,51.04747688124643,0.6339595579593776,0.6396544821970079
4,5,4,2,1,0,60,30,0,1,0.82,3.0,1,1,0,0,64.09284209247106,0.49743822075318556,0.41790788594225775
1,2,4,5,3,1,60,0,0,1,0.86,12.0,1,1,0,0,82.38543755787805,0.5834585329741879,0.4240815277303922
1,4,3,2,0,0,120,15,1,0,0.82,24.0,1,0,0,0,127.4315487182626,0.7647770571772333,0.10141997180976875
1,4,1,3,0,0,75,30,0,0,0.86,8.0,1,1,0,1,58.10389692378773,0.7670205658682896,0.5850444916717449
4,1,4,5,0,1,75,60,0,0,0.86,3.0,1,1,1,1,19.99272682802345,0.7077043736568353,0.8037891783960371
3,1,5,4,6,0,60,15,1,0,0.86,24.0,1,0,0,0,73.93409003516527,0.6299193779955448,0.07519503689708872
1,2,1,1,4,0,30,30,1,1,0.82,2.0,1,1,0,1,83.62247959393778,0.7978137921110413,0.599901354281519
4,4,2,3,8,1,30,60,0,0,0.86,24.0,1,1,0,0,33.435483619477324,0.5224558514738892,0.3957184128098127
5,4,3,5,8,0,180,60,0,0,0.82,8.0,0,1,1,1,181.7262009886864,0.5866464110115865,0.9200855518883133
2,4,3,3,7,1,45,45,0,0,0.72,24.0,0,1,0,0,97.20945621332964,0.722661083406893,0.4242200283037373
2,4,5,1,2,1,45,10,0,0,0.82,2.0,1,1,1,1,112.3977260163829,0.7133908218734698,0.8649944598131124
3,1,2,3,5,0,150,15,0,0,0.86,96.0,1,1,0,1,65.96305937930812,0.8473905562631471,0.5846580339811185
1,4,4,4,4,0,60,15,0,0,0.82,72.0,0,1,0,1,72.66423696323744,0.6960530306583729,0.5997191124960722
2,4,4,5,4,1,120,0,1,0,0.72,72.0,1,1,0,1,128.10560903891286,0.6304028492420601,0.6412755399123311
4,3,2,4,8,1,90,20,0,1,0.82,8.0,0,1,0,0,49.481452347048936,0.5165937655524016,0.40682607130936455
3,4,2,3,6,1,75,0,0,0,0.86,1.5,1,1,0,1,57.6829815030234,0.7491477298361628,0.5860149799134842
1,1,1,3,4,0,45,30,0,0,0.82,48.0,1,0,0,0,78.03358413308055,0.6150338380125262,0.07897002076117687
4,2,4,4,2,1,60,45,1,0,0.82,48.0,1,0,0,1,32.39096917140892,0.7624087555795932,0.2282253665570344
2,5,4,5,2,0,45,20,1,0,0.86,1.5,1,1,0,1,50.9131908629798,0.5116123752497199,0.5981292609745061
4,5,2,5,1,0,120,60,0,0,0.72,96.0,1,1,0,1,140.39112710067718,0.6261370658219365,0.6497644901262493
5,5,2,4,0,0,150,30,0,0,0.86,48.0,1,1,1,0,74.88439813846723,0.5256044320774369,0.663130621846891
3,3,2,2,2,1,60,0,0,0,0.82,96.0,1,0,0,1,85.02878805893667,0.701497375190478,0.2675810424426243
5,2,4,5,2,0,60,45,0,0,0.72,4.0,1,1,1,1,20.699068163371777,0.7006199988046613,0.804755978859255
5,5,5,1,8,0,90,10,0,0,0.86,3.0,1,1,0,1,45.47024749607064,0.42898597991689025,0.6002844797365314
5,5,1,3,7,0,90,15,1,0,0.82,72.0,1,1,0,0,219.53972403681504,0.6830104841630232,0.5085490821331318
1,4,4,3,6,1,90,0,0,1,0.82,24.0,1,1,0,1,50.858164752458286,0.6296252590858221,0.589831675032298
2,4,1,5,3,1,30,10,0,1,0.82,24.0,0,1,1,0,163.8055985042302,0.6634422605721014,0.7127627740961064
2,3,4,5,0,0,75,30,0,1,0.86,3.0,1,1,0,0,141.69564018721582,0.7229166825905798,0.45385959234347
2,1,4,2,0,0,90,60,0,0,0.82,96.0,1,0,0,0,49.63128381464783,0.9449525990910509,0.03694084060672499
2,4,3,4,3,0,45,15,1,0,0.72,72.0,0,0,1,1,88.52299117761399,0.653204036867543,0.5132910448710146
5,2,4,5,5,0,45,60,0,0,0.82,48.0,1,1,0,1,17.69540840988889,0.7134313016709131,0.561856747822962
2,1,5,4,7,1,60,20,0,0,0.86,4.0,1,1,1,1,80.1564070724827,0.5768831302911485,0.8530557855946082
5,2,1,2,8,0,45,20,1,0,0.86,96.0,1,1,0,0,71.33316104681867,0.8475998094253154,0.3982234540381071
1,4,3,4,5,1,75,60,0,1,0.72,4.0,1,1,0,0,135.9961399982698,0.4511591809937898,0.46908295066261463
1,5,1,4,3,1,120,60,1,1,0.82,1.5,1,1,1,1,162.04150086500238,0.7991692540176588,0.8920858194620988
3,5,1,1,6,1,90,15,0,0,0.82,48.0,1,0,0,1,36.43085105749377,0.7563784344532098,0.2313407436266045
4,4,5,3,1,0,75,45,1,0,0.86,96.0,1,0,0,0,109.36148291453952,0.688888429097761,0.09468546523951642
5,3,3,2,3,0,45,60,1,1,0.86,24.0,1,0,1,1,52.088499520258736,0.6897658352550582,0.4864420578789851
3,2,1,2,5,1,150,45,0,0,0.72,2.0,1,1,1,1,36.89770787842124,0.7686466613658155,0.8107932056233405
1,2,3,1,2,1,90,15,1,0,0.72,48.0,1,0,0,0,33.101208011496844,0.788675660457505,0.036860175775639215
5,2,1,1,5,1,150,30,0,0,0.86,72.0,0,0,1,1,15.001481864530085,0.7619924563260191,0.4566615159668654
4,5,1,3,3,0,75,10,0,0,0.72,72.0,1,1,1,0,42.56935903999953,0.6509518017710875,0.6328129465693569
4,2,5,2,1,1,75,45,0,0,0.82,72.0,1,0,0,1,40.01379712965564,0.7846533279525877,0.23175013179642262
2,3,5,1,5,0,90,10,0,0,0.86,4.0,1,1,0,0,149.52480603260994,0.667440294036721,0.4629623834391695
4,5,1,2,6,0,90,15,0,0,0.86,48.0,1,0,1,1,65.12222656842039,0.7036847816902472,0.494156882993963
4,1,5,1,0,1,75,30,1,0,0.72,96.0,1,1,0,0,96.8654693926323,0.7176813417534512,0.42433928567234663
5,5,3,5,3,0,180,20,0,0,0.82,8.0,1,1,0,0,42.82877987867822,0.5004096551404315,0.40352384405928865
5,3,4,5,3,1,150,45,0,1,0.82,3.0,1,1,1,1,22.70815783134773,0.7702827009724642,0.8012189828194927
1,4,2,4,7,1,120,15,1,1,0.82,72.0,1,1,1,1,78.65923302822418,0.8039609372795258,0.8361622230759159
1,3,3,3,6,0,60,15,1,0,0.82,24.0,1,1,1,1,147.92254050591566,0.7234441010503853,0.8879739399304168
4,1,5,1,3,0,120,60,0,1,0.72,12.0,1,0,0,1,76.07239309063053,0.9936868003138016,0.2411568527051209
3,4,2,1,2,1,150,10,0,0,0.86,8.0,1,0,0,1,91.52597199688121,0.667835974949446,0.2742687964181263
1,5,2,1,5,0,30,60,0,0,0.86,8.0,1,1,0,1,63.99778976762309,0.5592521433207842,0.6035175431459606
2,5,5,1,7,1,120,60,0,0,0.86,1.5,1,1,0,0,73.29381532468304,0.6823827797703128,0.4110957489658668
3,2,4,4,4,0,90,20,0,0,0.82,2.0,0,0,1,0,59.01309406608624,0.6764397449263074,0.30199128056588265
5,4,3,3,0,1,90,60,1,0,0.72,12.0,1,0,1,1,50.25813696471497,0.7091979714562928,0.48386156664120283
5,3,3,3,1,1,90,30,0,0,0.86,48.0,1,1,1,0,94.93587921554467,0.7501791914106508,0.6607780427449509
1,3,3,3,7,1,180,15,0,0,0.72,12.0,1,1,0,1,53.25829055079814,0.4870660486959155,0.6014109036251514
1,5,3,2,2,0,180,20,0,1,0.72,72.0,1,1,0,0,74.85789720033668,0.6528189750841263,0.41420793654433563
5,1,2,3,5,1,120,10,0,0,0.86,2.0,1,0,0,0,50.35955040150376,0.7010798967624066,0.05449744082763405
3,3,2,1,2,1,60,30,0,0,0.82,3.0,1,0,0,0,46.69044131631891,0.7851757933888158,0.04616465534032883
1,3,2,1,4,1,150,20,0,0,0.82,1.5,0,1,0,0,160.8513906815956,0.8335172558310199,0.45888805254622567
4,1,3,4,8,1,120,45,1,0,0.86,8.0,1,1,1,1,48.462101742571576,0.5732525839975183,0.8321803869485548
4,2,2,2,3,1,90,45,0,0,0.86,2.0,1,0,0,0,21.74785345161354,0.79296438602876,0.028991061945729164
4,5,3,3,6,0,90,15,0,1,0.86,1.5,1,0,1,0,48.52284242704974,0.7809620979114454,0.287681214764232
1,3,5,3,3,1,90,60,1,0,0.86,1.5,1,1,0,1,100.36836332209984,0.7441803989690458,0.6148196142869
1,5,3,4,1,1,150,20,0,0,0.72,24.0,1,1,0,1,156.72756436667606,0.5914063756689488,0.663086596614291
2,2,3,3,6,0,90,30,1,0,0.72,1.5,1,1,0,1,96.42755733573111,0.6317876755986828,0.620059900931913
4,2,1,1,0,0,90,0,0,0,0.72,12.0,1,0,0,1,23.591433673305595,0.820772896427107,0.2182735196989729
1,1,1,5,2,0,180,20,0,1,0.86,3.0,1,0,0,1,39.1133109672034,0.5047193889566641,0.2507451834178358
4,1,4,5,6,1,180,45,0,1,0.72,12.0,0,1,0,0,108.37256110465012,0.42130041669353396,0.4527573449012194
3,4,2,2,0,0,75,15,1,1,0.72,48.0,0,1,0,0,30.798610819932676,0.8511999832829146,0.3709484083834845
5,5,5,3,0,1,120,20,0,0,0.82,2.0,1,1,1,0,75.13336393898206,0.5689047256431605,0.6602655784976336
5,4,5,4,0,0,90,15,0,1,0.82,2.0,1,1,0,1,94.11319182899656,0.7846518420592,0.6078164989418537
2,2,4,2,8,0,45,15,0,1,0.72,1.5,1,1,0,1,170.98172598504232,0.6161618976905364,0.670856484485024
1,3,2,2,5,1,30,20,1,0,0.72,3.0,1,0,0,0,33.22049998916425,0.7320476828297656,0.040903662194692575
4,4,1,2,8,0,75,45,1,0,0.86,48.0,1,1,0,0,17.02252661978984,0.5869976691122101,0.3802585142420052
2,2,4,5,6,1,180,30,0,1,0.82,2.0,1,1,0,0,47.353571916388034,0.6663871074387786,0.3949219504235442
4,4,1,5,2,1,75,10,0,0,0.82,1.5,1,1,1,0,23.595445393793902,0.6614819582873788,0.6194265598490795
1,3,5,4,7,1,90,60,0,0,0.82,1.5,1,1,1,1,181.57270421500343,0.4773967035350194,0.9276307002292176
1,2,2,5,1,0,90,15,0,1,0.82,8.0,0,1,1,1,57.096720433495975,0.5578734828971608,0.8390133364861961
3,3,4,2,8,1,60,60,0,0,0.82,4.0,1,0,0,0,115.99190077228039,0.7880750500283874,0.09216268034619982
2,5,2,5,8,1,30,30,0,0,0.72,1.5,1,1,1,0,44.98126006121271,0.6986292548512618,0.631083458867887
2,2,4,4,1,1,180,30,1,1,0.86,1.5,1,0,1,0,26.118991190190126,0.5553868971145395,0.2885355779954423
1,2,3,2,3,0,150,15,1,1,0.86,1.5,1,1,0,0,17.642877149589367,0.7435551525268442,0.3697130574228472
2,4,3,2,8,0,60,10,0,0,0.86,72.0,1,1,0,1,82.94219901171162,0.6017750695430694,0.6131705444731262
3,5,5,5,6,1,90,60,0,0,0.86,2.0,1,1,0,1,112.58368258227979,0.5217223344799152,0.6385352249745925
3,1,4,3,0,0,90,10,0,1,0.72,96.0,1,0,0,0,145.22798392623352,0.6856692013308716,0.11882181185766133
5,5,3,5,4,1,180,45,0,0,0.72,2.0,0,1,1,0,91.28463998544079,0.6062900189413243,0.668416125331068
2,4,4,3,3,1,120,30,0,0,0.82,24.0,1,1,0,0,117.59341526157905,0.8324101262326892,0.43012690133809783
5,4,2,4,1,1,30,60,0,0,0.72,4.0,1,1,1,1,71.97801238403615,0.6793597092800843,0.8404301619397515
2,4,2,2,6,0,90,0,0,0,0.72,96.0,1,0,0,0,24.22306150370015,0.39826036273858856,0.05827048227743224
2,5,2,2,6,1,45,20,0,0,0.82,72.0,1,1,0,0,92.97892302138288,0.7826172067756629,0.41720274420662556
5,1,4,2,0,1,30,30,0,0,0.72,8.0,1,1,0,0,20.930208339174992,0.6595025152690854,0.3777882961572807
4,3,5,5,1,1,30,30,0,1,0.72,3.0,1,1,1,1,100.3714885718257,0.5739897221601853,0.8667350451633375
4,1,3,4,2,0,30,15,0,0,0.82,48.0,1,0,1,0,50.94344028592164,0.7324812029189913,0.2926886093196184
1,2,2,4,1,1,150,30,0,1,0.86,96.0,1,0,1,1,22.448675668080377,0.8547236320713291,0.4551351295337272
5,5,3,3,6,1,60,0,0,0,0.86,96.0,1,1,0,0,110.61554661211174,0.6424739594810984,0.43877052057773097
3,2,1,2,2,1,60,15,0,0,0.86,8.0,1,0,0,1,76.6381195526657,0.8376816236366341,0.2524543660472127
4,4,1,4,1,1,75,30,0,1,0.72,72.0,1,1,0,1,32.236813722546614,0.6119676342462781,0.578653474751125
1,5,1,5,3,0,30,15,1,0,0.72,48.0,1,1,0,0,122.95214770088947,0.7131751616461555,0.44204583715202883
1,3,2,2,6,0,30,45,0,1,0.82,96.0,0,1,0,1,95.5851081276284,0.6221517688365027,0.6201727815998638
5,4,1,3,5,1,75,30,0,0,0.86,96.0,1,1,0,0,44.89344241079093,0.5807278788021839,0.3992780100910411
4,5,4,4,6,1,120,0,0,0,0.86,8.0,1,1,1,1,79.68299815831699,0.507425654238382,0.8576022029755246
3,5,4,5,3,0,60,20,0,0,0.72,3.0,1,1,1,0,37.126344017852865,0.6011115694639666,0.6326730861494243
5,5,4,2,3,0,180,45,0,0,0.72,1.5,1,1,1,0,144.46240704486863,0.7007553278203746,0.6972553984158195
3,4,3,3,6,1,150,60,1,0,0.82,72.0,1,1,1,0,51.34221436440285,0.5639882048225157,0.6447489685720258
4,4,3,5,2,1,60,30,0,0,0.72,3.0,1,1,0,0,71.97011101629641,0.48501918514939946,0.42402873105040634
1,1,1,3,5,1,30,15,0,0,0.86,24.0,1,1,0,1,56.98803686794107,0.6692534334700507,0.5911442842357238
3,5,5,1,1,0,75,10,1,1,0.86,48.0,1,0,0,1,12.04448610917887,0.653178614278435,0.2223071544066288
5,4,3,1,4,1,45,0,1,0,0.86,48.0,1,0,0,0,72.28849503325287,0.6560662906812618,0.07226768967448026
4,3,1,5,6,0,90,45,0,0,0.82,3.0,1,1,0,0,64.35605261411605,0.6006749583839901,0.4108567879891981
5,5,5,4,3,0,60,15,0,0,0.86,4.0,1,1,1,1,58.7519874376524,0.560024103357782,0.8399663043900569
3,3,2,3,8,0,120,0,0,1,0.82,1.5,1,1,1,1,20.80296674135273,0.6067591754458007,0.8113955022130291
4,2,3,3,2,0,30,20,1,0,0.72,24.0,0,1,1,1,50.70710510107312,0.7815961528535509,0.8190930060343001
5,1,4,1,3,1,30,15,0,0,0.82,48.0,0,1,1,0,125.54986172849235,0.7987601237782047,0.6777866991545207
5,5,1,4,2,1,120,0,0,0,0.86,96.0,1,0,1,1,71.02808253636778,0.7290664018480978,0.4963174068948783
2,4,1,3,5,0,75,60,1,1,0.86,4.0,1,0,0,1,188.09864828786735,0.6039717844519708,0.34312107394694025
4,3,5,2,6,1,90,20,0,0,0.86,24.0,1,1,0,1,44.682005135317695,0.7343174646753405,0.5783857808962714
3,5,5,2,8,0,60,45,0,0,0.82,2.0,0,1,0,0,94.42718666551067,0.5112084254229963,0.4371668679973974
2,2,1,5,3,1,120,60,1,1,0.82,2.0,1,1,0,0,59.15719642571005,0.859959493621318,0.38924096639698114
5,3,3,4,6,0,60,30,0,0,0.86,8.0,1,0,0,0,18.581096028314462,0.6553283631360196,0.03651441193268827
3,1,2,4,8,1,90,60,0,0,0.72,8.0,1,0,0,1,55.28510461178881,0.5449569362051236,0.25870975087350057
2,1,4,4,1,1,150,0,0,0,0.72,1.5,1,0,0,1,72.21885426336758,0.8383089323615319,0.24946427757693784
1,1,5,2,4,1,45,10,0,1,0.82,48.0,0,0,0,0,21.865494420676196,0.680992009263011,0.03690755563204003
1,4,1,3,2,1,90,0,0,0,0.86,1.5,1,1,0,1,105.04674462375783,0.5909089230828011,0.6286675384667092
5,4,2,2,7,1,45,0,1,0,0.72,1.5,1,1,1,1,23.07410175034802,0.6400943479464546,0.8105761301439802
2,5,1,3,6,0,60,15,0,0,0.82,12.0,1,1,0,1,74.54072725888773,0.674359331092496,0.6024886649961171
2,2,4,4,5,0,180,30,1,0,0.86,4.0,1,1,0,0,56.27977870122787,0.8387217551155124,0.3888093296093994
2,1,5,2,8,1,90,15,0,0,0.72,1.5,1,1,0,1,69.26344919299314,0.5215040892632453,0.6096703465469017
2,4,2,1,2,1,120,60,0,0,0.86,48.0,1,0,0,0,18.407969261647104,0.6382910522521931,0.037591605850111225
3,3,2,1,3,1,120,0,0,0,0.86,48.0,1,1,0,0,56.45249564294777,0.7224710175622758,0.3970620258659392
2,5,1,3,1,0,90,45,0,0,0.72,72.0,1,1,1,1,92.06949238116856,0.7709535144361693,0.8474129155769139
5,1,3,2,3,0,120,0,1,0,0.72,72.0,0,0,0,0,99.74926984100169,0.7158930697288791,0.08638699834631293
2,3,1,1,0,0,180,0,1,0,0.82,24.0,1,0,0,0,114.55666914457152,0.8711111464986946,0.08539333250813905
3,4,4,2,6,0,90,20,0,0,0.72,1.5,1,1,0,1,62.76823304503665,0.6463578527249775,0.5966004390059427
2,3,1,4,5,0,60,60,0,0,0.86,1.5,0,0,0,0,60.78146385020661,0.8210203400038472,0.05304955209986845
1,2,4,5,8,0,75,15,1,1,0.72,4.0,1,0,1,1,48.0416285488361,0.4862271110838929,0.4979918545900182
1,4,5,2,7,1,120,20,0,1,0.72,1.5,0,1,0,1,102.69102775944461,0.7034320409309198,0.6192204423077987
1,2,2,4,5,1,75,10,1,0,0.86,96.0,1,1,0,1,115.04661640075045,0.7457999025964184,0.6244917510854178
1,1,3,3,1,0,30,15,1,1,0.86,8.0,0,1,0,0,52.20151418679429,0.8502968280042311,0.3852802314975667
2,1,4,4,3,1,45,60,0,0,0.86,4.0,1,1,0,1,31.94926107589263,0.6637787769606415,0.5748349929966835
5,3,3,3,7,0,60,0,1,0,0.72,2.0,0,1,0,0,70.41377099766513,0.6304969297573189,0.4128077289154311
1,5,4,5,7,0,90,15,1,0,0.82,2.0,0,1,0,0,49.3989816990874,0.5869376802391157,0.40184701684932017
2,2,3,4,5,1,30,60,0,1,0.86,2.0,1,0,0,0,86.56094921206575,0.6367555066921704,0.08313441400625858
3,5,2,5,1,1,75,20,0,0,0.82,48.0,1,1,0,1,82.51078553177861,0.6067235651556331,0.6125365407936247
5,3,3,2,3,0,150,10,0,0,0.86,24.0,1,1,0,1,36.77598691313384,0.7488549750386214,0.5720974763560525
3,4,2,4,8,0,180,0,0,0,0.86,24.0,1,1,1,0,47.197133636453124,0.6054026524070081,0.6390865700891449
4,5,5,3,7,0,180,10,0,0,0.82,48.0,1,1,0,1,80.17485798650105,0.5305865145054757,0.6163088493089508
1,5,1,3,1,1,90,0,1,1,0.82,96.0,1,1,0,1,64.06717626222805,0.6314066037020634,0.598512988582341
5,4,2,4,7,1,75,20,0,1,0.86,4.0,1,0,0,0,98.63198518587484,0.5141372973748397,0.09976504597434446
3,3,1,2,1,1,150,15,0,0,0.82,4.0,1,0,1,0,66.51384251156253,0.6692611668829068,0.3074942799925715
1,4,5,4,7,1,30,15,0,1,0.82,1.5,1,1,0,1,58.349627761329,0.6630108658081054,0.5924889912343186
5,1,2,4,7,1,45,45,0,1,0.72,1.5,1,1,1,1,53.325814525036876,0.6040042345653225,0.8332702465971187
3,4,1,1,2,0,90,45,0,0,0.82,8.0,1,1,0,0,88.1513140094557,0.6999681058078453,0.41976977526642134
4,4,2,5,6,0,150,30,0,0,0.86,8.0,1,1,1,1,75.50524562761753,0.6425366966918078,0.8453592616499851
1,1,2,3,0,0,30,20,1,0,0.82,12.0,1,1,0,1,136.24031979505935,0.7498170344445081,0.6383396874522573
2,2,1,1,5,0,45,60,0,1,0.82,48.0,1,0,0,0,28.0024834095377,0.6828081118072149,0.040871754446520095
3,1,2,2,0,1,120,60,0,0,0.82,48.0,0,0,0,0,25.461291362947662,0.8198468826496613,0.029584912456488817
3,4,2,2,2,1,150,45,0,0,0.86,8.0,1,1,0,0,23.498778943273493,0.7125252237793578,0.375789086964294
1,5,2,2,1,1,45,30,0,0,0.86,96.0,1,1,1,0,93.60545027393853,0.8116088622266356,0.6555910131600946
1,5,1,4,5,0,60,10,0,1,0.82,72.0,1,1,1,1,148.27849763510994,0.4742196234492404,0.9056569581152932
3,3,4,1,7,1,120,20,0,1,0.72,1.5,1,1,0,0,30.85154705939727,0.5346960976107576,0.39313897120684516
4,4,4,5,4,0,75,15,0,0,0.82,24.0,1,1,1,0,39.5029210360818,0.4590661033573038,0.64420065345571
5,5,5,1,8,1,90,20,0,0,0.86,8.0,1,1,0,1,73.44774007369548,0.638940324049583,0.6042393373656595
3,2,2,2,3,1,90,15,0,1,0.72,8.0,1,0,1,0,50.2533229432384,0.7849191655806534,0.2885578737048465
5,5,1,5,3,1,180,30,0,0,0.72,3.0,0,1,0,0,93.30168042249062,0.580354037039232,0.4315763376889142
4,2,4,2,7,1,150,30,0,0,0.86,1.5,1,1,1,1,137.77166825056503,0.6740049840263378,0.8846674299518663
5,5,3,5,6,1,75,10,0,0,0.86,1.5,1,1,0,1,61.66733081954878,0.36048163656139287,0.6158778393204017
1,2,3,2,0,0,45,0,0,0,0.86,8.0,1,0,1,0,36.6184701160911,0.8151669894238873,0.27735062415105527
5,3,3,3,0,1,90,15,1,1,0.86,12.0,1,1,1,1,39.4831534218914,0.6191566323904706,0.822981138013928
3,3,1,3,3,1,180,20,0,0,0.86,72.0,1,1,0,0,93.90093136275405,0.6267264652496284,0.42872976834102877
4,1,1,4,6,1,30,0,0,0,0.86,48.0,1,0,1,0,160.75104741483702,0.7807130304404776,0.3625174528123912
3,3,1,1,3,1,75,20,1,0,0.82,1.5,1,1,0,1,68.25716141666001,0.8188698925421973,0.5881838817998195
2,1,1,2,8,0,120,15,0,0,0.86,1.5,1,1,1,1,7.485638199353307,0.841089164871148,0.7861141839252551
1,4,5,4,1,0,30,30,0,0,0.86,72.0,1,0,1,1,48.38864563907947,0.6999058904650401,0.4832656847601668
1,2,4,2,2,0,45,15,0,1,0.86,72.0,1,0,0,0,120.7798583587668,0.8620117271809924,0.09017908466984173
2,4,4,2,7,0,60,20,0,1,0.72,2.0,1,1,0,0,156.03446915066573,0.5737609576563378,0.47385971239783353
4,5,1,1,7,0,90,45,1,0,0.86,12.0,1,0,0,0,110.0570562043568,0.7430670559314038,0.09135667688770627
1,2,1,5,6,1,180,10,0,1,0.82,3.0,1,1,0,1,53.706537180358126,0.5450328053620284,0.5976520617448968
1,4,4,4,2,1,60,0,1,0,0.86,2.0,1,1,0,1,97.66628491717253,0.5699824629329064,0.6252120842061449
3,2,3,5,5,0,60,20,0,0,0.72,2.0,1,1,1,0,63.67533896027763,0.6869159039695445,0.6443661126956504
4,5,2,3,5,1,60,45,0,1,0.86,1.5,1,1,0,1,43.36389901200826,0.6897113972039733,0.5806294682037274
